SKU,Retail Price ,Wholesale Price,UPC,Quantity,Item Size,Name,URL,Brand,Product Category,Item Type
115520,71,58,85715650009,20,5.2 OZ,OSCAR by Oscar de la Renta,https://www.fragrancenet.com/oscar-perfume/oscar-de-la-renta/womens-fragrances/wf/en_US/01817,OSCAR,Fragrance,Bath & Body
115577,37.5,24.5,46447555901,24,8 OZ,CANOE by Dana,https://www.fragrancenet.com/canoe-cologne/dana/mens-fragrances/mf/en_US/00428,CANOE,Fragrance,Fragrances
115634,70,57,3137370207054,24,1.7 OZ,L'AIR DU TEMPS by Nina Ricci,https://www.fragrancenet.com/l%27air-du-temps-perfume/nina-ricci/womens-fragrances/wf/en_US/01428,L'AIR DU TEMPS,Fragrance,Fragrances
115977,78.75,22,85715804013,24,3.4 OZ,DUNHILL EDITION by Alfred Dunhill,https://www.fragrancenet.com/dunhill-edition-cologne/alfred-dunhill/mens-fragrances/mf/en_US/00768,DUNHILL EDITION,Fragrance,Fragrances
116849,62,12.5,98691042898,24,3.4 OZ,ELLEN TRACY by Ellen Tracy,https://www.fragrancenet.com/ellen-tracy-perfume/ellen-tracy/womens-fragrances/wf/en_US/00827,ELLEN TRACY,Fragrance,Fragrances
118628,65,15.5,67724101000,24,4.2 OZ,FOREVER by Alfred Sung,https://www.fragrancenet.com/forever-perfume/alfred-sung/womens-fragrances/wf/en_US/00986,FOREVER,Fragrance,Fragrances
118785,73,34.5,88300049493,24,3.4 OZ,TRUTH by Calvin Klein,https://www.fragrancenet.com/truth-perfume/calvin-klein/womens-fragrances/wf/en_US/02342,TRUTH,Fragrance,Fragrances
119121,95,47.5,3274872444126,24,3.3 OZ,GENTLEMAN ORIGINAL by Givenchy,https://www.fragrancenet.com/gentleman-original-cologne/givenchy/mens-fragrances/mf/en_US/35699,GENTLEMAN ORIGINAL,Fragrance,Fragrances
119328,79,38.5,3137370207023,13,1.7 OZ,L'AIR DU TEMPS by Nina Ricci,https://www.fragrancenet.com/l%27air-du-temps-perfume/nina-ricci/womens-fragrances/wf/en_US/01428,L'AIR DU TEMPS,Fragrance,Fragrances
119471,57,22,861940000075,24,3.4 OZ,JESSICA MCCLINTOCK #3 by Jessica McClintock,https://www.fragrancenet.com/jessica-mcclintock-%233-perfume/jessica-mcclintock/womens-fragrances/wf/en_US/29156,JESSICA MCCLINTOCK #3,Fragrance,Fragrances
119857,120.5,51,3274872289994,24,3.4 OZ,KENZO JUNGLE L'ELEPHANT by Kenzo,https://www.fragrancenet.com/kenzo-jungle-l%27elephant-perfume/kenzo/womens-fragrances/wf/en_US/01387,KENZO JUNGLE L'ELEPHANT,Fragrance,Fragrances
119921,49,48.5,12345678912,24,1.7 OZ,SO YOU by Giorgio Beverly Hills,https://www.fragrancenet.com/so-you-perfume/giorgio-beverly-hills/womens-fragrances/wf/en_US/02182,SO YOU,Fragrance,Fragrances
120600,125,37,3386460036429,24,3.3 OZ,BOUCHERON by Boucheron,https://www.fragrancenet.com/boucheron-cologne/boucheron/mens-fragrances/mf/en_US/00342,BOUCHERON,Fragrance,Fragrances
120700,87,36.5,3351500020409,24,3.4 OZ,CHROME by Azzaro,https://www.fragrancenet.com/chrome-cologne/azzaro/mens-fragrances/mf/en_US/00533,CHROME,Fragrance,Fragrances
120800,87,29,20714156893,24,3.4 OZ,HAPPY by Clinique,https://www.fragrancenet.com/happy-perfume/clinique/womens-fragrances/wf/en_US/01125,HAPPY,Fragrance,Fragrances
120907,54,39.5,860004550303,24,3.3 OZ,TRIBU by Benetton,https://www.fragrancenet.com/tribu-perfume/benetton/womens-fragrances/wf/en_US/02329,TRIBU,Fragrance,Fragrances
120943,55,23,,7,1.7 OZ,SCAASI by Scaasi,https://www.fragrancenet.com/scaasi-perfume/scaasi/womens-fragrances/wf/en_US/02115,SCAASI,Fragrance,Fragrances
120957,47,47,3439600056822,24,6.8 OZ,ANGEL by Thierry Mugler,https://www.fragrancenet.com/angel-perfume/thierry-mugler/womens-fragrances/wf/en_US/00103,ANGEL,Fragrance,Bath & Body
121600,22.79,11.5,4011700740376,24,3.4 OZ,4711 by 4711,https://www.fragrancenet.com/4711-fragrance/4711/womens-fragrances/wf/en_US/00009,4711,Fragrance,Fragrances
122029,48,18.5,861940000013,24,1.7 OZ,JESSICA MCCLINTOCK by Jessica McClintock,https://www.fragrancenet.com/jessica-mcclintock-perfume/jessica-mcclintock/womens-fragrances/wf/en_US/26338,JESSICA MCCLINTOCK,Fragrance,Fragrances
122072,25,5.75,5000386111838,24,3.4 OZ,CHARLIE GOLD by Revlon,https://www.fragrancenet.com/charlie-gold-perfume/revlon/womens-fragrances/wf/en_US/00495,CHARLIE GOLD,Fragrance,Fragrances
122286,49,33.5,3494800042037,19,3.4 OZ,MARINA DE BOURBON by Marina de Bourbon,https://www.fragrancenet.com/marina-de-bourbon-perfume/marina-de-bourbon/womens-fragrances/wf/en_US/01603,MARINA DE BOURBON,Fragrance,Fragrances
122486,48,17.5,603531655017,24,3.4 OZ,JORDAN by Michael Jordan,https://www.fragrancenet.com/jordan-cologne/michael-jordan/mens-fragrances/mf/en_US/01349,JORDAN,Fragrance,Fragrances
123072,29.5,10.5,837015000615,17,1 OZ,FRED HAYMAN 273 by Fred Hayman,https://www.fragrancenet.com/fred-hayman-273-perfume/fred-hayman/womens-fragrances/wf/en_US/00996,FRED HAYMAN 273,Fragrance,Fragrances
123315,56,29.5,3360372055419,24,2.5 OZ,POLO SPORT by Ralph Lauren,https://www.fragrancenet.com/polo-sport-cologne/ralph-lauren/mens-fragrances/mf/en_US/01916,POLO SPORT,Fragrance,Fragrances
123751,100,85.5,3365440002197,24,4.2 OZ,PARIS by Yves Saint Laurent,https://www.fragrancenet.com/paris-perfume/yves-saint-laurent/womens-fragrances/wf/en_US/01850,PARIS,Fragrance,Fragrances
123758,70,17.5,85715593009,24,3 OZ,OSCAR POUR LUI by Oscar de la Renta,https://www.fragrancenet.com/oscar-pour-lui-cologne/oscar-de-la-renta/mens-fragrances/mf/en_US/01818,OSCAR POUR LUI,Fragrance,Fragrances
124108,60,35,3274872388956,24,3.3 OZ,INSENSE ULTRAMARINE by Givenchy,https://www.fragrancenet.com/insense-ultramarine-cologne/givenchy/mens-fragrances/mf/en_US/01235,INSENSE ULTRAMARINE,Fragrance,Fragrances
124551,85,19,746480087703,24,3.4 OZ,NICOLE MILLER by Nicole Miller,https://www.fragrancenet.com/nicole-miller-perfume/nicole-miller/womens-fragrances/wf/en_US/01753,NICOLE MILLER,Fragrance,Fragrances
125723,13,12.5,716393041963,24,2.6 OZ,WHITE SHOULDERS by Evyan,https://www.fragrancenet.com/white-shoulders-perfume/evyan/womens-fragrances/wf/en_US/02476,WHITE SHOULDERS,Fragrance,Bath & Body
126130,45,14,603531130224,24,3.4 OZ,ROYAL COPENHAGEN MUSK by Royal Copenhagen,https://www.fragrancenet.com/royal-copenhagen-musk-cologne/royal-copenhagen/mens-fragrances/mf/en_US/02037,ROYAL COPENHAGEN MUSK,Fragrance,Fragrances
126480,60,26,8007033788648,12,3.4 OZ,BYBLOS by Byblos,https://www.fragrancenet.com/byblos-perfume/byblos/womens-fragrances/wf/en_US/00378,BYBLOS,Fragrance,Fragrances
126523,65,17.5,3414204200949,24,3.4 OZ,SCULPTURE by Nikos,https://www.fragrancenet.com/sculpture-cologne/nikos/mens-fragrances/mf/en_US/02124,SCULPTURE,Fragrance,Fragrances
127016,87,61.5,3274872430587,24,2.5 OZ,KENZO D'ETE by Kenzo,https://www.fragrancenet.com/kenzo-d%27ete-perfume/kenzo/womens-fragrances/wf/en_US/01382,KENZO D'ETE,Fragrance,Fragrances
127702,21,21,723412494792,17,23 OZ,STRESS LESS by Aromafloria,https://www.fragrancenet.com/stress-less-aromatherapy/aromafloria/essential-oils/at/en_US/02557,STRESS LESS,Aromatherapy,Aromatherapy
128102,105,33.5,3386461515671,24,3.3 OZ,ECLAT D'ARPEGE by Lanvin,https://www.fragrancenet.com/eclat-d%27arpege-perfume/lanvin/womens-fragrances/wf/en_US/19990,ECLAT D'ARPEGE,Fragrance,Fragrances
128888,8,3,,14,2.5 OZ,BORA BORA by Liz Claiborne,https://www.fragrancenet.com/bora-bora-cologne/liz-claiborne/mens-fragrances/mf/en_US/00332,BORA BORA,Fragrance,Bath & Body
115884,47.5,15.5,98691018367,24,3.4 OZ,MAMBO by Liz Claiborne,https://www.fragrancenet.com/mambo-perfume/liz-claiborne/womens-fragrances/wf/en_US/01581,MAMBO,Fragrance,Fragrances
115948,95,31,3414202000572,24,4.2 OZ,COOL WATER by Davidoff,https://www.fragrancenet.com/cool-water-cologne/davidoff/mens-fragrances/mf/en_US/00582,COOL WATER,Fragrance,Fragrances
116101,17,7.5,85805336646,24,6.8 OZ,GREEN TEA by Elizabeth Arden,https://www.fragrancenet.com/green-tea-perfume/elizabeth-arden/womens-fragrances/wf/en_US/01082,GREEN TEA,Fragrance,Bath & Body
116616,85,35.5,3386461106527,5,3.3 OZ,ST DUPONT by St Dupont,https://www.fragrancenet.com/st-dupont-perfume/st-dupont/womens-fragrances/wf/en_US/02218,ST DUPONT,Fragrance,Fragrances
116633,39.5,20.5,648389856384,9,4 OZ,DEMETER GINGERALE by Demeter,https://www.fragrancenet.com/demeter-gingerale-fragrance/demeter/womens-fragrances/wf/en_US/37543,DEMETER GINGERALE,Fragrance,Fragrances
116901,32,23,88300607464,24,8.5 OZ,CK ONE by Calvin Klein,https://www.fragrancenet.com/ck-one-fragrance/calvin-klein/womens-fragrances/wf/en_US/00550,CK ONE,Fragrance,Bath & Body
117101,79,33,3386460078597,2,3.3 OZ,TOCADE by Rochas,https://www.fragrancenet.com/tocade-perfume/rochas/womens-fragrances/wf/en_US/02310,TOCADE,Fragrance,Fragrances
117705,124,86,8057971180394,24,3.3 OZ,DOLCE & GABBANA by Dolce & Gabbana,https://www.fragrancenet.com/dolce-%26-gabbana-perfume/dolce-%26-gabbana/womens-fragrances/wf/en_US/00738,DOLCE & GABBANA,Fragrance,Fragrances
118305,35,16,603531175065,23,2.8 OZ,PIERRE CARDIN by Pierre Cardin,https://www.fragrancenet.com/pierre-cardin-cologne/pierre-cardin/mens-fragrances/mf/en_US/01893,PIERRE CARDIN,Fragrance,Fragrances
118790,65,17.5,67724220107,24,3.4 OZ,PURE by Alfred Sung,https://www.fragrancenet.com/pure-perfume/alfred-sung/womens-fragrances/wf/en_US/01947,PURE,Fragrance,Fragrances
119441,52,15.5,85805268848,24,3.3 OZ,GREEN TEA by Elizabeth Arden,https://www.fragrancenet.com/green-tea-perfume/elizabeth-arden/womens-fragrances/wf/en_US/01082,GREEN TEA,Fragrance,Fragrances
119845,45,23,3528000020035,24,3.4 OZ,VENET by Philippe Venet,https://www.fragrancenet.com/venet-perfume/philippe-venet/womens-fragrances/wf/en_US/24539,VENET,Fragrance,Fragrances
130060,19,6,85805389642,12,6.8 OZ,ELIZABETH ARDEN by Elizabeth Arden,https://www.fragrancenet.com/elizabeth-arden-skin-care/anti-aging/elizabeth-arden/facial/sc/en_US/00826,ELIZABETH ARDEN,Skincare,Cleanser
131296,115,48.5,3473311042002,3,8.3 OZ,Sisley by Sisley,https://www.fragrancenet.com/sisley-skin-care/anti-aging/sisley/facial/sc/en_US/02172,Sisley,Skincare,Day Care
131303,97,50.5,3473311238009,24,1.6 OZ,Sisley by Sisley,https://www.fragrancenet.com/sisley-skin-care/anti-aging/sisley/facial/sc/en_US/02172,Sisley,Skincare,Day Care
131839,35,32.5,85805559304,24,5.3 OZ,RED DOOR by Elizabeth Arden,https://www.fragrancenet.com/red-door-perfume/elizabeth-arden/womens-fragrances/wf/en_US/01979,RED DOOR,Fragrance,Bath & Body
132432,134,86,3666057064494,24,1.7 OZ,Clarins by Clarins,https://www.fragrancenet.com/clarins-skin-care/anti-aging/clarins/facial/sc/en_US/00556,Clarins,Skincare,Day Care
132832,65,24.5,608940561744,24,3.4 OZ,KENNETH COLE WHITE by Kenneth Cole,https://www.fragrancenet.com/kenneth-cole-white-perfume/kenneth-cole/womens-fragrances/wf/en_US/03808,KENNETH COLE WHITE,Fragrance,Fragrances
133282,85,36.5,737052191324,24,3 OZ,TOUCH OF PINK by Lacoste,https://www.fragrancenet.com/touch-of-pink-perfume/lacoste/womens-fragrances/wf/en_US/05278,TOUCH OF PINK,Fragrance,Fragrances
134704,89,36.5,873824001016,24,4.2 OZ,JOHN VARVATOS by John Varvatos,https://www.fragrancenet.com/john-varvatos-cologne/john-varvatos/mens-fragrances/mf/en_US/04824,JOHN VARVATOS,Fragrance,Fragrances
135533,40.5,40.5,20714091125,1,6.7 OZ,CLINIQUE by Clinique,https://www.fragrancenet.com/clinique-skin-care/anti-aging/clinique/facial/sc/en_US/00564,CLINIQUE,Skincare,Body Care
137705,48.5,17.5,603531001821,24,3.4 OZ,XOXO by Xoxo,https://www.fragrancenet.com/xoxo-perfume/xoxo/womens-fragrances/wf/en_US/05342,XOXO,Fragrance,Fragrances
139677,39.5,21.5,648389802381,11,4 OZ,DEMETER ORANGE CREAM POP by Demeter,https://www.fragrancenet.com/demeter-orange-cream-pop-fragrance/demeter/womens-fragrances/wf/en_US/37702,DEMETER ORANGE CREAM POP,Fragrance,Fragrances
139727,69,19.5,719346950633,24,3.3 OZ,WHITE DIAMONDS by Elizabeth Taylor,https://www.fragrancenet.com/white-diamonds-perfume/elizabeth-taylor/womens-fragrances/wf/en_US/02470,WHITE DIAMONDS,Fragrance,Fragrances
139970,55,19,5425017732105,24,3.3 OZ,CUBA GOLD by Cuba,https://www.fragrancenet.com/cuba-gold-cologne-gift-sets/cuba/fragrance/gs/en_US/00630,CUBA GOLD,Fragrance,Gift Sets
120028,40,8.5,5425017732389,24,3.3 OZ,CUBA GOLD by Cuba,https://www.fragrancenet.com/cuba-gold-cologne/cuba/mens-fragrances/mf/en_US/00630,CUBA GOLD,Fragrance,Fragrances
120777,75,31.5,27131043294,24,1.7 OZ,PLEASURES by Estee Lauder,https://www.fragrancenet.com/pleasures-perfume/estee-lauder/womens-fragrances/wf/en_US/01902,PLEASURES,Fragrance,Fragrances
122066,98,54,27131286905,24,3.4 OZ,PLEASURES INTENSE by Estee Lauder,https://www.fragrancenet.com/pleasures-intense-perfume/estee-lauder/womens-fragrances/wf/en_US/01903,PLEASURES INTENSE,Fragrance,Fragrances
122151,55,22,837015000493,24,2.5 OZ,FRED HAYMAN 273 by Fred Hayman,https://www.fragrancenet.com/fred-hayman-273-perfume/fred-hayman/womens-fragrances/wf/en_US/00996,FRED HAYMAN 273,Fragrance,Fragrances
122232,98,38,8057971180349,24,1.6 OZ,D & G LIGHT BLUE by Dolce & Gabbana,https://www.fragrancenet.com/d-%26-g-light-blue-perfume/dolce-%26-gabbana/womens-fragrances/wf/en_US/00646,D & G LIGHT BLUE,Fragrance,Fragrances
122334,28,16.5,45893629808,24,2.6 OZ,WIND SONG by Prince Matchabelli,https://www.fragrancenet.com/wind-song-perfume/prince-matchabelli/womens-fragrances/wf/en_US/02480,WIND SONG,Fragrance,Fragrances
122385,20,4.5,5425017732112,1,1.17 OZ,CUBA GOLD by Cuba,https://www.fragrancenet.com/cuba-gold-cologne/cuba/mens-fragrances/mf/en_US/00630,CUBA GOLD,Fragrance,Fragrances
122449,47.5,15,98691008719,24,3.4 OZ,CLAIBORNE SPORT by Liz Claiborne,https://www.fragrancenet.com/claiborne-sport-cologne/liz-claiborne/mens-fragrances/mf/en_US/00553,CLAIBORNE SPORT,Fragrance,Fragrances
122632,32.5,12,3355991000230,24,3.3 OZ,ONE MAN SHOW by Jacques Bogart,https://www.fragrancenet.com/one-man-show-cologne/jacques-bogart/mens-fragrances/mf/en_US/01801,ONE MAN SHOW,Fragrance,Fragrances
122768,57,33.5,3349668022304,17,3.4 OZ,PACO RABANNE by Paco Rabanne,https://www.fragrancenet.com/paco-rabanne-cologne/paco-rabanne/mens-fragrances/mf/en_US/01833,PACO RABANNE,Fragrance,Bath & Body
123036,60,36,3274870103667,4,3.3 OZ,TARTINE ET CHOCOLAT PTISENBON by Givenchy,https://www.fragrancenet.com/tartine-et-chocolat-ptisenbon-cologne/givenchy/mens-fragrances/mf/en_US/46984,TARTINE ET CHOCOLAT PTISENBON,Fragrance,Fragrances
123819,35,12,67724055006,24,1 OZ,SUNG by Alfred Sung,https://www.fragrancenet.com/sung-perfume/alfred-sung/womens-fragrances/wf/en_US/02243,SUNG,Fragrance,Fragrances
140227,73,60.5,8411061865460,24,2 OZ,212 SEXY by Carolina Herrera,https://www.fragrancenet.com/212-sexy-perfume/carolina-herrera/womens-fragrances/wf/en_US/05419,212 SEXY,Fragrance,Fragrances
140320,72,16,716393008423,24,3 OZ,RED by Giorgio Beverly Hills,https://www.fragrancenet.com/red-perfume/giorgio-beverly-hills/womens-fragrances/wf/en_US/01977,RED,Fragrance,Fragrances
140570,22.98,17,5050456080700,6,1.7 OZ,LIVE JENNIFER LOPEZ by Jennifer Lopez,https://www.fragrancenet.com/live-jennifer-lopez-perfume/jennifer-lopez/womens-fragrances/wf/en_US/06606,LIVE JENNIFER LOPEZ,Fragrance,Fragrances
140863,240,180,3508441103610,1,1 OZ,CREED LOVE IN WHITE by Creed,https://www.fragrancenet.com/creed-love-in-white-perfume/creed/womens-fragrances/wf/en_US/08237,CREED LOVE IN WHITE,Fragrance,Fragrances
142335,72,55.5,7612017351032,17,N/A,Valmont by VALMONT,https://www.fragrancenet.com/valmont-skin-care/anti-aging/valmont/facial/sc/en_US/02373,Valmont,Skincare,Night Care
143171,24,16,20714227685,24,6.7 OZ,CLINIQUE by Clinique,https://www.fragrancenet.com/clinique-skin-care/anti-aging/clinique/facial/sc/en_US/00564,CLINIQUE,Skincare,Cleanser
143271,40,20.5,3414200380027,24,13 OZ,Lancaster by Lancaster,https://www.fragrancenet.com/lancaster-skin-care/anti-aging/lancaster/facial/sc/en_US/01437,Lancaster,Skincare,Cleanser
143914,34,24.49,18084885147,2,5 OZ,AVEDA by Aveda,https://www.fragrancenet.com/aveda-skin-care/anti-aging/aveda/facial/sc/en_US/19584,AVEDA,Skincare,Day Care
144850,70,50.5,737052607054,24,3.3 OZ,BOSS #6 by Hugo Boss,https://www.fragrancenet.com/boss-%236-cologne/hugo-boss/mens-fragrances/mf/en_US/00338,BOSS #6,Fragrance,Fragrances
145457,30,6,8032529113376,10,5.1 OZ,APPARITION by Ungaro,https://www.fragrancenet.com/apparition-cologne/ungaro/mens-fragrances/mf/en_US/08216,APPARITION,Fragrance,Bath & Body
145893,105,61,8011003993826,24,3 OZ,VERSACE BRIGHT CRYSTAL by Gianni Versace,https://www.fragrancenet.com/versace-bright-crystal-perfume/gianni-versace/womens-fragrances/wf/en_US/12642,VERSACE BRIGHT CRYSTAL,Fragrance,Fragrances
147215,79,30,3386460078566,20,3.3 OZ,FEMME ROCHAS by Rochas,https://www.fragrancenet.com/femme-rochas-perfume/rochas/womens-fragrances/wf/en_US/00938,FEMME ROCHAS,Fragrance,Fragrances
149937,47.5,12.5,98691015120,24,3.4 OZ,LUCKY YOU by Lucky Brand,https://www.fragrancenet.com/lucky-you-perfume/lucky-brand/womens-fragrances/wf/en_US/01550,LUCKY YOU,Fragrance,Fragrances
124257,50.5,50.5,3605971530173,24,6.7 OZ,ROMANCE by Ralph Lauren,https://www.fragrancenet.com/romance-perfume/ralph-lauren/womens-fragrances/wf/en_US/02022,ROMANCE,Fragrance,Bath & Body
125108,39,12.5,85805120801,7,2.5 OZ,SPLENDOR by Elizabeth Arden,https://www.fragrancenet.com/splendor-perfume/elizabeth-arden/womens-fragrances/wf/en_US/02214,SPLENDOR,Fragrance,Fragrances
125142,42,4,7640177366153,19,1 OZ,WISH by Chopard,https://www.fragrancenet.com/wish-perfume/chopard/womens-fragrances/wf/en_US/02485,WISH,Fragrance,Fragrances
125474,25,16,85805251345,24,6.8 OZ,FIFTH AVENUE by Elizabeth Arden,https://www.fragrancenet.com/fifth-avenue-perfume/elizabeth-arden/womens-fragrances/wf/en_US/00957,FIFTH AVENUE,Fragrance,Bath & Body
125691,31,26,796050121207,24,3.5 OZ,CHANTILLY by Dana,https://www.fragrancenet.com/chantilly-perfume/dana/womens-fragrances/wf/en_US/00489,CHANTILLY,Fragrance,Fragrances
125895,52,17,716393009666,18,1.7 OZ,RED by Giorgio Beverly Hills,https://www.fragrancenet.com/red-perfume/giorgio-beverly-hills/womens-fragrances/wf/en_US/01977,RED,Fragrance,Fragrances
125942,46,8.5,85805785147,24,1.7 OZ,ARDEN BEAUTY by Elizabeth Arden,https://www.fragrancenet.com/arden-beauty-perfume/elizabeth-arden/womens-fragrances/wf/en_US/00168,ARDEN BEAUTY,Fragrance,Fragrances
125976,32,16,8411061401200,24,6.7 OZ,AGUA BRAVA by Antonio Puig,https://www.fragrancenet.com/agua-brava-cologne/antonio-puig/mens-fragrances/mf/en_US/00047,AGUA BRAVA,Fragrance,Fragrances
126746,49,10,3392861311706,1,2.4 OZ,AURA by Jacomo,https://www.fragrancenet.com/aura-cologne/jacomo/mens-fragrances/mf/en_US/00207,AURA,Fragrance,Fragrances
126844,70.77,20.5,4011700740048,24,13.5 OZ,4711 by 4711,https://www.fragrancenet.com/4711-fragrance/4711/womens-fragrances/wf/en_US/00009,4711,Fragrance,Fragrances
127044,56,30,3360377027619,24,1.3 OZ,POLO BLUE by Ralph Lauren,https://www.fragrancenet.com/polo-blue-cologne/ralph-lauren/mens-fragrances/mf/en_US/01913,POLO BLUE,Fragrance,Fragrances
127733,21,18.5,723412525908,2,8 OZ,SLEEP EASE by Aromafloria,https://www.fragrancenet.com/sleep-ease-fragrance/aromafloria/womens-fragrances/wf/en_US/02556,SLEEP EASE,Fragrance,Bath & Body
151652,25,22.5,3700194711696,24,8.4 OZ,Kiehl's by Kiehl's,https://www.fragrancenet.com/kiehl%27s-skin-care/anti-aging/kiehl%27s/facial/sc/en_US/05271,Kiehl's,Skincare,Cleanser
151852,48,28.5,3423470481136,24,3.3 OZ,L'EAU D'ISSEY by Issey Miyake,https://www.fragrancenet.com/l%27eau-d%27issey-perfume/issey-miyake/womens-fragrances/wf/en_US/01476,L'EAU D'ISSEY,Fragrance,Bath & Body
152738,85,69.99,884486437150,9,33.8 OZ,PUREOLOGY by Pureology,https://www.fragrancenet.com/pureology-shampoo/pureology/hair-care-products/hc/en_US/09796,PUREOLOGY,Haircare,Conditioner
153188,85,33.5,8437002110628,4,3 OZ,TOUS GOLD by Tous,https://www.fragrancenet.com/tous-gold-perfume/tous/womens-fragrances/wf/en_US/15994,TOUS GOLD,Fragrance,Fragrances
153824,150,117.5,888066000062,15,1.7 OZ,BLACK ORCHID by Tom Ford,https://www.fragrancenet.com/black-orchid-perfume/tom-ford/womens-fragrances/wf/en_US/18911,BLACK ORCHID,Fragrance,Fragrances
156446,39.5,33.5,648389986388,4,4 OZ,DEMETER GREEN TEA by Demeter,https://www.fragrancenet.com/demeter-green-tea-fragrance/demeter/womens-fragrances/wf/en_US/37550,DEMETER GREEN TEA,Fragrance,Fragrances
156725,8,5,737052217208,24,2.5 OZ,TOUCH OF PINK by Lacoste,https://www.fragrancenet.com/touch-of-pink-perfume/lacoste/womens-fragrances/wf/en_US/05278,TOUCH OF PINK,Fragrance,Bath & Body
156789,73.5,36,3605520385568,24,1.7 OZ,DIESEL FUEL FOR LIFE by Diesel,https://www.fragrancenet.com/diesel-fuel-for-life-perfume/diesel/womens-fragrances/wf/en_US/19641,DIESEL FUEL FOR LIFE,Fragrance,Fragrances
157475,163,77,3473311421005,24,1 OZ,Sisley by Sisley,https://www.fragrancenet.com/sisley-skin-care/anti-aging/sisley/facial/sc/en_US/02172,Sisley,Skincare,Eye Care
159240,98,40.5,708177135500,24,4.3 OZ,Jurlique by Jurlique,https://www.fragrancenet.com/jurlique-skin-care/anti-aging/jurlique/facial/sc/en_US/05343,Jurlique,Skincare,Day Care
159554,52,48.29,682223091081,6,33 OZ,Jack Black by Jack Black,https://www.fragrancenet.com/jack-black-skin-care/anti-aging/jack-black/facial/sc/en_US/34160,Jack Black,Skincare,Day Care
159890,82,51,8011003995967,24,3.4 OZ,VERSACE POUR HOMME by Gianni Versace,https://www.fragrancenet.com/versace-pour-homme-cologne/gianni-versace/mens-fragrances/mf/en_US/28769,VERSACE POUR HOMME,Fragrance,Fragrances
160719,68,23,3386460028486,24,2.5 OZ,MONT BLANC STARWALKER by Mont Blanc,https://www.fragrancenet.com/mont-blanc-starwalker-cologne/mont-blanc/mens-fragrances/mf/en_US/07414,MONT BLANC STARWALKER,Fragrance,Fragrances
127916,80,33.5,608940553893,2,3.4 OZ,KENNETH COLE BLACK by Kenneth Cole,https://www.fragrancenet.com/kenneth-cole-black-cologne/kenneth-cole/mens-fragrances/mf/en_US/02682,KENNETH COLE BLACK,Fragrance,Fragrances
131843,12,6.75,85805445713,24,1.5 OZ,GREEN TEA by Elizabeth Arden,https://www.fragrancenet.com/green-tea-perfume/elizabeth-arden/womens-fragrances/wf/en_US/01082,GREEN TEA,Fragrance,Bath & Body
132864,79.5,47.5,737052892412,24,3.3 OZ,LACOSTE POUR HOMME by Lacoste,https://www.fragrancenet.com/lacoste-pour-homme-cologne/lacoste/mens-fragrances/mf/en_US/01420,LACOSTE POUR HOMME,Fragrance,Fragrances
133281,67,30.5,737052191331,24,1.6 OZ,TOUCH OF PINK by Lacoste,https://www.fragrancenet.com/touch-of-pink-perfume/lacoste/womens-fragrances/wf/en_US/05278,TOUCH OF PINK,Fragrance,Fragrances
133464,58,40,3423470485189,24,2.5 OZ,L'EAU BLEUE D'ISSEY POUR HOMME by Issey Miyake,https://www.fragrancenet.com/l%27eau-bleue-d%27issey-pour-homme-cologne/issey-miyake/mens-fragrances/mf/en_US/05307,L'EAU BLEUE D'ISSEY POUR HOMME,Fragrance,Fragrances
135570,82,50.5,767332601335,24,0.5 OZ,Murad by Murad,https://www.fragrancenet.com/murad-skin-care/anti-aging/murad/facial/sc/en_US/04536,Murad,Skincare,Eye Care
137459,127,80,8411061865439,24,3.4 OZ,212 SEXY by Carolina Herrera,https://www.fragrancenet.com/212-sexy-perfume/carolina-herrera/womens-fragrances/wf/en_US/05419,212 SEXY,Fragrance,Fragrances
138680,420,201.5,3473311623508,24,1.6 OZ,Sisley by Sisley,https://www.fragrancenet.com/sisley-skin-care/anti-aging/sisley/facial/sc/en_US/02172,Sisley,Skincare,Day Care
138846,39.5,23,648389818382,16,4 OZ,DEMETER VANILLA CAKE BATTER by Demeter,https://www.fragrancenet.com/demeter-vanilla-cake-batter-fragrance/demeter/womens-fragrances/wf/en_US/37642,DEMETER VANILLA CAKE BATTER,Fragrance,Fragrances
138863,45,15,719346018081,24,3.3 OZ,GARDENIA ELIZABETH TAYLOR by Elizabeth Taylor,https://www.fragrancenet.com/gardenia-elizabeth-taylor-perfume/elizabeth-taylor/womens-fragrances/wf/en_US/06323,GARDENIA ELIZABETH TAYLOR,Fragrance,Fragrances
140314,69,19,67724059004,24,3.4 OZ,SUNG by Alfred Sung,https://www.fragrancenet.com/sung-perfume/alfred-sung/womens-fragrances/wf/en_US/02243,SUNG,Fragrance,Fragrances
140999,85,32.5,871583000530,4,1.7 OZ,CARLA FRACCI GISELLE by Carla Fracci,https://www.fragrancenet.com/carla-fracci-giselle-perfume/carla-fracci/womens-fragrances/wf/en_US/06885,CARLA FRACCI GISELLE,Fragrance,Fragrances
161126,46,26.5,641628002658,24,1.6 OZ,Elemis by Elemis,https://www.fragrancenet.com/elemis-skin-care/anti-aging/elemis/facial/sc/en_US/23200,Elemis,Skincare,Cleanser
162205,95,29,94922794994,24,3.4 OZ,ED HARDY by Christian Audigier,https://www.fragrancenet.com/ed-hardy-cologne-gift-sets/christian-audigier/fragrance/gs/en_US/19867,ED HARDY,Fragrance,Gift Sets
